Date,Adj Close,Volume,Day_Perc_Change,Name
2018-10-22,26153.150391,2222812200.0,2.3150140092025318,HANG SENG
2018-10-23,25346.550781,1772912000.0,-3.0841393787785165,HANG SENG
2018-10-24,25249.779297,1962753500.0,-0.38179350254056166,HANG SENG
2018-10-25,24994.460938,2288634200.0,-1.011170656174154,HANG SENG
2018-10-26,24717.630859,1688395600.0,-1.107565711005687,HANG SENG
2018-10-29,24812.039063,2000985900.0,0.3819468157710837,HANG SENG
2018-10-30,24585.529297,2100387500.0,-0.912902665616766,HANG SENG
2018-10-31,24979.689453,2363084500.0,1.6032201350576258,HANG SENG
2018-11-01,25416.0,2176972600.0,1.7466612137870374,HANG SENG
2018-11-02,26486.349609,3518978800.0,4.211322037299348,HANG SENG
2018-11-05,25934.390625,1626675400.0,-2.0839375457478937,HANG SENG
2018-11-06,26120.960938,1562913100.0,0.7193934713860317,HANG SENG
2018-11-07,26147.689453,1731287400.0,0.10232592538781393,HANG SENG
2018-11-08,26227.720703,1654626400.0,0.30607388902892385,HANG SENG
2018-11-09,25601.919922,1839798600.0,-2.3860280810768963,HANG SENG
2018-11-12,25633.179688,1171178800.0,0.12209930386173351,HANG SENG
2018-11-13,25792.869141,1689989400.0,0.6229794935458388,HANG SENG
2018-11-14,25654.429688,1431673200.0,-0.5367353753597648,HANG SENG
2018-11-15,26103.339844,1534457400.0,1.7498348685177634,HANG SENG
2018-11-16,26183.529297,1330024100.0,0.307199973180583,HANG SENG
2018-11-19,26372.0,1320040400.0,0.7198063365032814,HANG SENG
2018-11-20,25840.339844,1205800000.0,-2.0160024116487207,HANG SENG
2018-11-21,25971.470703,1397423500.0,0.5074656904346053,HANG SENG
2018-11-22,26019.410156,1010983600.0,0.18458505314626894,HANG SENG
2018-11-23,25927.679688,877061500.0,-0.35254630081938965,HANG SENG
2018-11-26,26376.179688,1611982200.0,1.729811558137917,HANG SENG
2018-11-27,26331.960938,1394358800.0,-0.16764653002465657,HANG SENG
2018-11-28,26682.560547,1415273800.0,1.3314603110095247,HANG SENG
2018-11-29,26451.029297,1469593600.0,-0.8677250055974528,HANG SENG
2018-11-30,26506.75,2000815900.0,0.2106560859101103,HANG SENG
2018-12-03,27182.039063,2549703200.0,2.5476116951342664,HANG SENG
2018-12-04,27260.439452999995,1880483300.0,0.2884271846504527,HANG SENG
2018-12-05,26819.679688,1330919400.0,-1.6168476145071442,HANG SENG
2018-12-06,26156.380859,2123180600.0,-2.47317953352284,HANG SENG
2018-12-07,26063.759766,2726993500.0,-0.3541051550644214,HANG SENG
2018-12-10,25752.380859,1544284600.0,-1.1946814649749449,HANG SENG
2018-12-11,25771.669922,1190934600.0,0.07490205703934993,HANG SENG
2018-12-12,26186.710938,1429660600.0,1.6104544923016384,HANG SENG
2018-12-13,26524.349609,1747235100.0,1.289351197251909,HANG SENG
2018-12-14,26094.789063,1344364100.0,-1.6194951142336267,HANG SENG
2018-12-17,26087.980469,1036879300.0,-0.026091776344938644,HANG SENG
2018-12-18,25814.25,1449449300.0,-1.049258946376741,HANG SENG
2018-12-19,25865.390625,1430181500.0,0.1981100554925952,HANG SENG
2018-12-20,25623.529297,1717860300.0,-0.935077035976517,HANG SENG
2018-12-21,25753.419922,1935298900.0,0.5069193376698866,HANG SENG
2018-12-24,25651.380859,1074120100.0,-0.3962155834411396,HANG SENG
2018-12-27,25478.880859,1313061500.0,-0.6724784172368548,HANG SENG
2018-12-28,25504.199219,1224894400.0,0.0993699846555618,HANG SENG
2018-12-31,25845.699219,826507300.0,1.3389951869007932,HANG SENG
2019-01-02,25130.349609,1666316400.0,-2.7677703897216355,HANG SENG
2019-01-03,25064.359375,1481291700.0,-0.2625917865319627,HANG SENG
2019-01-04,25626.029297,1708572100.0,2.2409107434049558,HANG SENG
2019-01-07,25835.699219,1447090300.0,0.8181912210041276,HANG SENG
2019-01-08,25875.449219,1578205700.0,0.15385687711817475,HANG SENG
2019-01-09,26462.320313,2680892000.0,2.2680614702877078,HANG SENG
2019-01-10,26521.429688,1939043900.0,0.22337185213106014,HANG SENG
2019-01-11,26667.269531,1799353900.0,0.5498943485161778,HANG SENG
2019-01-14,26298.330078,1426017400.0,-1.3834916715831036,HANG SENG
2019-01-15,26830.289063,1822902000.0,2.022786174719937,HANG SENG
2019-01-16,26902.099608999997,1714886500.0,0.2676473064877394,HANG SENG
2019-01-17,26755.630859,1860541000.0,-0.5444509987279744,HANG SENG
2019-01-18,27090.810547000005,1692701900.0,1.2527444774760532,HANG SENG
2019-01-21,27196.539063,1640014700.0,0.39027446527142295,HANG SENG
2019-01-22,27005.449219,1578449700.0,-0.702625593489481,HANG SENG
2019-01-23,27008.199219,1381999400.0,0.010183129996099716,HANG SENG
2019-01-24,27120.980469,1323732100.0,0.4175815243567138,HANG SENG
2019-01-25,27569.189452999995,2264965800.0,1.6526282466532205,HANG SENG
2019-01-28,27576.960938,1705146300.0,0.028189022434821354,HANG SENG
2019-01-29,27531.679688,1821838000.0,-0.1641995653611117,HANG SENG
2019-01-30,27642.849608999997,1821894600.0,0.4037890977224068,HANG SENG
2019-01-31,27942.470702999995,2225282600.0,1.0839008938588135,HANG SENG
2019-02-01,27930.740233999997,1669716900.0,-0.04198078661218352,HANG SENG
2019-02-04,27990.210938,808061300.0,0.21292204754248534,HANG SENG
2019-02-08,27946.320313,1527669600.0,-0.15680705335597844,HANG SENG
2019-02-11,28143.839844,1384082500.0,0.7067818903804479,HANG SENG
2019-02-12,28171.330077999995,1492521500.0,0.09767762377974609,HANG SENG
2019-02-13,28497.589844,1930777700.0,1.1581269506859115,HANG SENG
2019-02-14,28432.050781,1433724900.0,-0.22998107334257778,HANG SENG
2019-02-15,27900.839844,1781495400.0,-1.868352519104921,HANG SENG
2019-02-18,28347.009766000003,1549943500.0,1.5991272108461407,HANG SENG
2019-02-19,28228.130858999997,1653127000.0,-0.4193701839500297,HANG SENG
2019-02-20,28514.050781,1928707100.0,1.0128900260105045,HANG SENG
2019-02-21,28629.919922000005,1814520300.0,0.40635805094801913,HANG SENG
2019-02-22,28816.300781,1706490600.0,0.651000280502978,HANG SENG
2019-02-25,28959.300781,3517972400.0,0.4962469023584326,HANG SENG
2019-02-26,28772.060547000005,2758187900.0,-0.6465633801588377,HANG SENG
2019-02-27,28757.439452999995,2378404200.0,-0.050816986069268655,HANG SENG
2019-02-28,28633.179688,2086693500.0,-0.4320960675343821,HANG SENG
2019-03-01,28812.169922000005,1927040400.0,0.6251147652840627,HANG SENG
2019-03-04,28959.589844,2682948700.0,0.511658519296132,HANG SENG
2019-03-05,28961.599608999997,1951621500.0,0.006939894559376825,HANG SENG
2019-03-06,29037.599608999997,1794494900.0,0.2624164446233923,HANG SENG
2019-03-07,28779.449219,1691993300.0,-0.8890211087557942,HANG SENG
2019-03-08,28228.419922000005,2998999600.0,-1.9146624134704027,HANG SENG
2019-03-11,28503.300781,1525534800.0,0.9737734515766094,HANG SENG
2019-03-12,28920.869141000003,0.0,1.4649824706559844,HANG SENG
2019-03-13,28807.449219,1183090900.0,-0.3921732830608926,HANG SENG
2019-03-14,28851.390625,1390223200.0,0.15253487271973398,HANG SENG
2019-03-15,29012.259766000003,1974569100.0,0.5575784650761584,HANG SENG
2019-03-18,29409.009766000003,1887811300.0,1.3675253261897113,HANG SENG
2019-03-19,29466.279297000005,1747657200.0,0.19473464579624622,HANG SENG
2019-03-20,29320.970702999995,1580528500.0,-0.493135195439498,HANG SENG
2019-03-21,29071.560547000005,1750672700.0,-0.8506203922316713,HANG SENG
2019-03-22,29113.359375,1740699100.0,0.1437790996201116,HANG SENG
2019-03-25,28523.349608999997,2091121900.0,-2.0265945897904536,HANG SENG
2019-03-26,28566.910156,1406624800.0,0.15271890432622115,HANG SENG
2019-03-27,28728.25,1475536600.0,0.5647787706788865,HANG SENG
2019-03-28,28775.210938,1582079600.0,0.16346605867048059,HANG SENG
2019-03-29,29051.359375,2695223000.0,0.9596747617072188,HANG SENG
2019-04-01,29562.019531,2475412300.0,1.7577840314055848,HANG SENG
2019-04-02,29624.669922000005,1858466500.0,0.2119286570875234,HANG SENG
2019-04-03,29986.390625,2019434600.0,1.2210117579449342,HANG SENG
2019-04-04,29936.320313,1854467500.0,-0.1669767883242912,HANG SENG
2019-04-08,30077.150391000003,2321011600.0,0.4704321590881966,HANG SENG
2019-04-09,30157.490233999997,2049354000.0,0.26711254874742796,HANG SENG
2019-04-10,30119.560547000005,1814064400.0,-0.12577202779703311,HANG SENG
2019-04-11,29839.449219,1897154200.0,-0.929998057451431,HANG SENG
2019-04-12,29909.759766000003,1560692000.0,0.23562950671098815,HANG SENG
2019-04-15,29810.720702999995,2010638200.0,-0.33112624031367277,HANG SENG
2019-04-16,30129.869141000003,2546181500.0,1.0705827651053434,HANG SENG
2019-04-17,30124.679688,2035147300.0,-0.01722361612563894,HANG SENG
2019-04-18,29963.259766000003,1569930600.0,-0.5358394634293773,HANG SENG
2019-04-23,29963.240233999997,2006226400.0,-6.518649893205719e-05,HANG SENG
2019-04-24,29805.830077999995,1748986700.0,-0.5253442377082584,HANG SENG
2019-04-25,29549.800781,1644483200.0,-0.858990661659087,HANG SENG
2019-04-26,29605.009766000003,1411001700.0,0.18683369613612388,HANG SENG
2019-04-29,29892.810547000005,1250717200.0,0.97213540301051,HANG SENG
2019-04-30,29699.109375,1359023200.0,-0.6479858148348172,HANG SENG
2019-05-02,29944.179688,1298906600.0,0.8251773139240859,HANG SENG
2019-05-03,30081.550781,1217388500.0,0.4587572424134656,HANG SENG
2019-05-06,29209.820313,2934065800.0,-2.897890718289031,HANG SENG
2019-05-07,29363.019531,1997665400.0,0.5244784677152614,HANG SENG
2019-05-08,29003.199219,2182802000.0,-1.225419993404031,HANG SENG
2019-05-09,28311.070313,2907223700.0,-2.3863881386801733,HANG SENG
2019-05-10,28550.240233999997,2421480000.0,0.8447929320784864,HANG SENG
2019-05-14,28122.019531,2875261200.0,-1.4998847627559875,HANG SENG
2019-05-15,28268.710938,2244890100.0,0.521624724847003,HANG SENG
2019-05-16,28275.070313,2372367500.0,0.022496161971963247,HANG SENG
2019-05-17,27946.460938,1922181900.0,-1.1621876492696637,HANG SENG
2019-05-20,27787.609375,2260468500.0,-0.5684138802133698,HANG SENG
2019-05-21,27657.240233999997,2229189200.0,-0.4691628532726311,HANG SENG
2019-05-22,27705.939452999995,1705803400.0,0.17608126692312265,HANG SENG
2019-05-23,27267.130858999997,2219416000.0,-1.5838069477643546,HANG SENG
2019-05-24,27353.929688,1677043500.0,0.31832769442756703,HANG SENG
2019-05-27,27288.089844,1264256500.0,-0.24069610747330383,HANG SENG
2019-05-28,27390.810547000005,3043711500.0,0.3764305364986731,HANG SENG
2019-05-29,27235.710938,2236869000.0,-0.5662468758778405,HANG SENG
2019-05-30,27114.880858999997,1884022200.0,-0.4436457681426531,HANG SENG
2019-05-31,26901.089844,1829465900.0,-0.7884637816103046,HANG SENG
2019-06-03,26893.859375,1716241600.0,-0.026877977962702637,HANG SENG
2019-06-04,26761.519531,1527666000.0,-0.49208201082147074,HANG SENG
2019-06-05,26895.439452999995,1894174900.0,0.5004197233451801,HANG SENG
2019-06-06,26965.279297000005,1601926500.0,0.25967169683935865,HANG SENG
2019-06-10,27578.640625,2272329600.0,2.274633691883299,HANG SENG
2019-06-11,27789.339844,1824700000.0,0.7639942151789647,HANG SENG
2019-06-12,27308.460938,1866884200.0,-1.7304437913944315,HANG SENG
2019-06-13,27294.710938,1846303100.0,-0.05035069545376025,HANG SENG
2019-06-14,27118.349608999997,2031083500.0,-0.6461373758476774,HANG SENG
2019-06-17,27227.160156,1487266700.0,0.40124324882917506,HANG SENG
2019-06-18,27498.769531,1550614700.0,0.9975677721943521,HANG SENG
2019-06-19,28202.140625,2076060300.0,2.557827517362443,HANG SENG
2019-06-20,28550.429688,1820185000.0,1.2349738540458732,HANG SENG
2019-06-21,28473.710938,2171897300.0,-0.2687131186408953,HANG SENG
2019-06-24,28513.0,1338833200.0,0.13798363720678442,HANG SENG
2019-06-25,28185.980469,1851984100.0,-1.1469137972153098,HANG SENG
2019-06-26,28221.980469,1431402200.0,0.1277230715447164,HANG SENG
2019-06-27,28621.419922000005,1679897500.0,1.4153487684493538,HANG SENG
2019-06-28,28542.619141000003,1486688000.0,-0.27532100508902424,HANG SENG
2019-07-02,28875.560547000005,2110432700.0,1.1664711088890556,HANG SENG
2019-07-03,28855.140625,1291301500.0,-0.07071697176845859,HANG SENG
2019-07-04,28795.769531,928449700.0,-0.20575569106240366,HANG SENG
2019-07-05,28774.830077999995,846919500.0,-0.07271711553832327,HANG SENG
2019-07-08,28331.689452999995,1250874300.0,-1.540028642389124,HANG SENG
2019-07-09,28116.279297000005,1218475000.0,-0.7603152517866585,HANG SENG
2019-07-10,28204.689452999995,1013012100.0,0.31444472103185905,HANG SENG
2019-07-11,28431.800781,1067070900.0,0.8052254160729522,HANG SENG
2019-07-12,28471.619141000003,1204492700.0,0.14004867404182608,HANG SENG
2019-07-15,28554.880858999997,1317116400.0,0.2924375940393631,HANG SENG
2019-07-16,28619.619141000003,1024681900.0,0.22671529368192278,HANG SENG
2019-07-17,28593.169922000005,950441100.0,-0.09241639055255213,HANG SENG
2019-07-18,28461.660156,925037300.0,-0.45993419532969204,HANG SENG
2019-07-19,28765.400391000003,1261012300.0,1.067190857227529,HANG SENG
2019-07-22,28371.259766000003,1104886500.0,-1.370189949183942,HANG SENG
2019-07-23,28466.480469,950029300.0,0.3356238100999276,HANG SENG
2019-07-24,28524.039063,1075821900.0,0.20219778859800197,HANG SENG
2019-07-25,28594.300781,974264600.0,0.24632457501834182,HANG SENG
2019-07-26,28397.740233999997,1320699900.0,-0.687411622705647,HANG SENG
2019-07-29,28106.410156,1563572300.0,-1.0258917632156916,HANG SENG
2019-07-30,28146.5,1147561000.0,0.14263594595498308,HANG SENG
2019-07-31,27777.75,1287084400.0,-1.3101096051018724,HANG SENG
2019-08-01,27565.699219,1736444000.0,-0.7633835749835782,HANG SENG
2019-08-02,26918.580077999995,2317609200.0,-2.347552064102798,HANG SENG
2019-08-05,26151.320313,2120745300.0,-2.850298057240619,HANG SENG
2019-08-06,25976.240234,2751867000.0,-0.6694884881700114,HANG SENG
2019-08-07,25997.029297,1671335000.0,0.08003106998060172,HANG SENG
2019-08-08,26120.769531,1658129900.0,0.47597836116712866,HANG SENG
2019-08-09,25939.300781,1357616900.0,-0.6947297237343442,HANG SENG
2019-08-12,25824.720703,1200393600.0,-0.4417238497189224,HANG SENG
2019-08-13,25281.300781,1979089800.0,-2.10426253298015,HANG SENG
2019-08-14,25302.279297,1915522900.0,0.08298036632579109,HANG SENG
2019-08-15,25495.460938,2145864600.0,0.7634950145495534,HANG SENG
2019-08-16,25734.220703,2022477500.0,0.9364794995494252,HANG SENG
2019-08-19,26291.839844,2144882700.0,2.1668390406514026,HANG SENG
2019-08-20,26231.539063,1822936100.0,-0.2293516975524934,HANG SENG
2019-08-21,26270.039063,1701479200.0,0.14676988608077757,HANG SENG
2019-08-22,26048.720703,1780728400.0,-0.842474422931927,HANG SENG
2019-08-23,26179.330078,1621440900.0,0.5014041821445714,HANG SENG
2019-08-26,25680.330078,2475604900.0,-1.9060839162547527,HANG SENG
2019-08-27,25664.070313,2214167200.0,-0.06331602806743941,HANG SENG
2019-08-28,25615.480469,1462114400.0,-0.18933023252897252,HANG SENG
2019-08-29,25703.5,1784869100.0,0.3436185048589113,HANG SENG
2019-08-30,25724.730469,2017892000.0,0.08259758009609985,HANG SENG
2019-09-02,25626.550781,1295066700.0,-0.38165487532827447,HANG SENG
2019-09-03,25527.849609,1149210200.0,-0.3851519966283523,HANG SENG
2019-09-04,26523.230469,2688524600.0,3.899195879190187,HANG SENG
2019-09-05,26515.529297,1996619100.0,-0.029035573208169296,HANG SENG
2019-09-06,26690.759766,1895344700.0,0.6608597815915607,HANG SENG
2019-09-09,26681.400391,1700948300.0,-0.03506597444978832,HANG SENG
2019-09-10,26683.679688,1738020300.0,0.00854264381404679,HANG SENG
2019-09-11,27159.060547000005,2072246200.0,1.7815416185414268,HANG SENG
2019-09-12,27087.630858999997,1337046900.0,-0.26300500297642415,HANG SENG
2019-09-13,27352.689452999995,1176496300.0,0.9785226156532989,HANG SENG
2019-09-16,27124.550781,2189101500.0,-0.8340630357098977,HANG SENG
2019-09-17,26790.240234,1850715100.0,-1.2325016908083741,HANG SENG
2019-09-18,26754.119141,1372644100.0,-0.1348292985971833,HANG SENG
2019-09-19,26468.949219,1330417000.0,-1.0658916501683158,HANG SENG
2019-09-20,26435.669922,1972985800.0,-0.12572957363985449,HANG SENG
2019-09-23,26222.400391,1285452900.0,-0.8067491069046695,HANG SENG
2019-09-24,26281.0,2089366000.0,0.2234715667758458,HANG SENG
2019-09-25,25945.349609,1762622300.0,-1.2771598911761273,HANG SENG
2019-09-26,26041.929688,1700238600.0,0.3722442767412071,HANG SENG
2019-09-27,25954.810547,984279500.0,-0.3345341226389298,HANG SENG
2019-09-30,26092.269531,1343934800.0,0.5296088898475437,HANG SENG
2019-10-02,26042.689453,1202153800.0,-0.19001826552916823,HANG SENG
2019-10-03,26110.310547,1142351000.0,0.25965480301886057,HANG SENG
2019-10-04,25821.029297,1137243700.0,-1.1079196070045927,HANG SENG
2019-10-08,25893.400391,1779110400.0,0.28027966339980726,HANG SENG
2019-10-09,25682.810547,1588334500.0,-0.8132954375246748,HANG SENG
2019-10-10,25707.929688,1434231600.0,0.09780526533118561,HANG SENG
2019-10-11,26308.439453,2030977900.0,2.335893136040057,HANG SENG
2019-10-14,26521.849609,2096251800.0,0.8111851574520657,HANG SENG
2019-10-15,26503.929688,1569211500.0,-0.06756663379132721,HANG SENG
2019-10-16,26664.279297,1689389100.0,0.605003148165606,HANG SENG
2019-10-17,26848.490233999997,1403839300.0,0.6908528632938671,HANG SENG
2019-10-18,26719.580078,1541856100.0,-0.48013931091273054,HANG SENG
2019-10-21,26725.679688,1045151500.0,0.02282824049701926,HANG SENG
2019-10-22,26786.199219,1496851400.0,0.22644711643076132,HANG SENG
2019-10-23,26566.730469,1270778600.0,-0.8193351666119453,HANG SENG
2019-10-24,26797.949219,1496729000.0,0.8703319750610783,HANG SENG
2019-10-25,26667.390625,1151226200.0,-0.4871962139081587,HANG SENG
2019-10-28,26891.259766000003,1476176200.0,0.8394864880035602,HANG SENG
2019-10-29,26786.759766,1515348700.0,-0.38860209937851,HANG SENG
2019-10-30,26667.710938,1554112000.0,-0.4444316111391178,HANG SENG
2019-10-31,26906.720702999995,1907594000.0,0.8962515213835509,HANG SENG
2019-11-01,27100.759766000003,1421451500.0,0.7211546332302587,HANG SENG
2019-11-04,27547.300781,1777502800.0,1.6477066283588915,HANG SENG
2019-11-05,27683.400391000003,1748633300.0,0.4940578791439165,HANG SENG
2019-11-06,27688.640625,1316670900.0,0.018929155833391498,HANG SENG
2019-11-07,27847.230469,1353594600.0,0.5727613939154885,HANG SENG
2019-11-08,27651.140625,1491797400.0,-0.704162822289589,HANG SENG
2019-11-11,26926.550781,1921659900.0,-2.6204699973384815,HANG SENG
2019-11-12,27065.279297000005,1149626200.0,0.5152108679953749,HANG SENG
2019-11-13,26571.460938,1855002900.0,-1.8245455869163707,HANG SENG
2019-11-14,26323.689453,1554697800.0,-0.9324721948037906,HANG SENG
2019-11-15,26326.660156,1180282700.0,0.01128528356675318,HANG SENG
2019-11-18,26681.089844,1425323100.0,1.3462766864456244,HANG SENG
2019-11-19,27093.800781,1542578800.0,1.546829381457271,HANG SENG
2019-11-20,26889.609375,1333243700.0,-0.7536462220656515,HANG SENG
2019-11-21,26466.880859,1712162300.0,-1.5720887206082668,HANG SENG
2019-11-22,26595.080078,1100431900.0,0.4843760006438602,HANG SENG
2019-11-25,26993.039063,1497175900.0,1.4963631763199814,HANG SENG
2019-11-26,26913.919922000005,2416392100.0,-0.293109422823179,HANG SENG
2019-11-27,26954.0,1133748200.0,0.14891951122746327,HANG SENG
2019-11-28,26893.730469,998841900.0,-0.22360143577948577,HANG SENG
2019-11-29,26346.490234,2004856800.0,-2.0348245686138355,HANG SENG
2019-12-02,26444.720703,1348911800.0,0.37284081533270896,HANG SENG
2019-12-03,26391.300781,1795451800.0,-0.2020059980967659,HANG SENG
2019-12-04,26062.560547,1502327900.0,-1.2456386167849387,HANG SENG
2019-12-05,26217.039063,1228026600.0,0.5927219458019772,HANG SENG
2019-12-06,26498.369141,1644211100.0,1.073081049785829,HANG SENG
2019-12-09,26494.730469,1301819900.0,-0.013731682809003942,HANG SENG
2019-12-10,26436.619141,956293300.0,-0.21933164433580732,HANG SENG
2019-12-11,26645.429688,1409589200.0,0.7898534448989469,HANG SENG
2019-12-12,26994.140625,1451721900.0,1.308708251595747,HANG SENG
2019-12-13,27687.759766000003,2212195500.0,2.5695174024455536,HANG SENG
2019-12-16,27508.089844,1421412600.0,-0.6489146233514931,HANG SENG
2019-12-17,27843.710938,1926224500.0,1.2200814229680335,HANG SENG
2019-12-18,27884.210938,0.0,0.14545474951304094,HANG SENG
2019-12-19,27800.490233999997,1296810200.0,-0.3002441208974971,HANG SENG
2019-12-20,27871.349608999997,1680024400.0,0.25488534340065705,HANG SENG
2019-12-23,27906.410156,1216834000.0,0.12579422055931655,HANG SENG
2019-12-24,27864.210938,483984100.0,-0.1512169346186143,HANG SENG
2019-12-27,28225.419922000005,1375016100.0,1.2963187251335384,HANG SENG
2019-12-30,28319.390625,1420447400.0,0.33292933554107673,HANG SENG
2019-12-31,28189.75,873713900.0,-0.45778041878328235,HANG SENG
2020-01-02,28543.519531,1262732800.0,1.2549580290708517,HANG SENG
2020-01-03,28451.5,1797904800.0,-0.3223832677678784,HANG SENG
2020-01-06,28226.189452999995,1793426600.0,-0.7919109607578023,HANG SENG
2020-01-07,28322.060547000005,1302687200.0,0.33965298135494315,HANG SENG
2020-01-08,28087.919922000005,1709241600.0,-0.8267075928725109,HANG SENG
2020-01-09,28561.0,1692786200.0,1.6842830630168892,HANG SENG
2020-01-10,28638.199219,1448401000.0,0.27029592451244255,HANG SENG
2020-01-13,28954.939452999995,1765055700.0,1.1060061129467114,HANG SENG
2020-01-14,28885.140625,1643504700.0,-0.24106017597893548,HANG SENG
2020-01-15,28773.589844,1240120700.0,-0.38618742573631737,HANG SENG
2020-01-16,28883.039063,1620926200.0,0.38038082697846587,HANG SENG
2020-01-17,29056.419922000005,1545082800.0,0.6002860662336351,HANG SENG
2020-01-20,28795.910156,1633383900.0,-0.8965652571766403,HANG SENG
2020-01-21,27985.330077999995,2236521700.0,-2.8149139013448066,HANG SENG
2020-01-22,28341.039063,1343288100.0,1.2710551707218798,HANG SENG
2020-01-23,27909.119141000003,1753263000.0,-1.524008774130936,HANG SENG
2020-01-24,27949.640625,612128700.0,0.1451908381460587,HANG SENG
2020-01-29,27160.630858999997,2203836100.0,-2.822969270289155,HANG SENG
2020-01-30,26449.130859,2223567800.0,-2.619600419790069,HANG SENG
2020-01-31,26312.630859,1874255200.0,-0.5160850113664628,HANG SENG
2020-02-03,26356.980469,2421482700.0,0.16854874846097267,HANG SENG
2020-02-04,26675.980469,2500238100.0,1.2103055597555867,HANG SENG
2020-02-05,26786.740234,2498930800.0,0.4152041014151786,HANG SENG
2020-02-06,27493.699219,2249533900.0,2.6392124567014896,HANG SENG
2020-02-07,27404.269531,1464514700.0,-0.3252733918693407,HANG SENG
2020-02-10,27241.339844,1612017900.0,-0.5945412513757908,HANG SENG
2020-02-11,27583.880858999997,1868625400.0,1.2574308641263299,HANG SENG
2020-02-12,27823.660156,1796561200.0,0.8692732477553866,HANG SENG
2020-02-13,27730.0,1617010200.0,-0.3366205433608438,HANG SENG
2020-02-14,27815.599608999997,1445335900.0,0.3086895384060373,HANG SENG
2020-02-17,27959.599608999997,1412999200.0,0.5176951136203645,HANG SENG
2020-02-18,27530.199219,1592221400.0,-1.535788766666668,HANG SENG
2020-02-19,27655.810547000005,1471538100.0,0.4562674138344658,HANG SENG
2020-02-20,27609.160156,1582073100.0,-0.16868206021559695,HANG SENG
2020-02-21,27308.810547000005,1773613400.0,-1.0878621707539504,HANG SENG
2020-02-24,26820.880859,2044657000.0,-1.7867116078170042,HANG SENG
2020-02-25,26893.230469,1924042900.0,0.2697510584396712,HANG SENG
2020-02-26,26696.490234,0.0,-0.7315604394450892,HANG SENG
2020-02-27,26778.619141,2110369700.0,0.3076393424009005,HANG SENG
2020-02-28,26129.929688,3191426200.0,-2.422415620403695,HANG SENG
2020-03-02,26291.679688,2201535600.0,0.6190219488967141,HANG SENG
2020-03-03,26284.820313,2136295000.0,-0.026089527490824604,HANG SENG
2020-03-04,26222.070313,1957062400.0,-0.23873094528618077,HANG SENG
2020-03-05,26767.869141,2522843200.0,2.081448266613073,HANG SENG
2020-03-06,26146.669922,2646519300.0,-2.320689837983836,HANG SENG
2020-03-09,25040.460938,4677892400.0,-4.230783450818065,HANG SENG
